,tenure,MonthlyCharges,TotalCharges,gender_Female,gender_Male,SeniorCitizen_No,SeniorCitizen_Yes,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,PhoneService_No,PhoneService_Yes,MultipleLines_No,MultipleLines_No_phone_service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber_optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No_internet_service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No_internet_service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No_internet_service,DeviceProtection_Yes,TechSupport_No,TechSupport_No_internet_service,TechSupport_Yes,StreamingTV_No,StreamingTV_No_internet_service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No_internet_service,StreamingMovies_Yes,Contract_Month_to_month,Contract_One_year,Contract_Two_year,PaperlessBilling_No,PaperlessBilling_Yes,PaymentMethod_Bank_transfer_automatic_,PaymentMethod_Credit_card_automatic_,PaymentMethod_Electronic_check,PaymentMethod_Mailed_check,ABSOLUTE_DIFF_MonthlyCharges_,ABSOLUTE_DIFF_TotalCharges_,ABSOLUTE_DIFF_tenure_,MonthlyCharges_0,TotalCharges_0,tenure_0,COSINE_MonthlyCharges_,COSINE_TotalCharges_,COSINE_tenure_,EXPONENTIAL_WEIGHTED_STD_MonthlyCharges_com_0_5_,EXPONENTIAL_WEIGHTED_STD_TotalCharges_com_0_5_,EXPONENTIAL_WEIGHTED_STD_tenure_com_0_5_,EXPONENTIAL_WEIGHTED_VARIANCE_MonthlyCharges_com_0_5_,EXPONENTIAL_WEIGHTED_VARIANCE_TotalCharges_com_0_5_,EXPONENTIAL_WEIGHTED_VARIANCE_tenure_com_0_5_,MonthlyCharges_tenure,TotalCharges_MonthlyCharges,tenure_MonthlyCharges,MonthlyCharges_1,TotalCharges_1,tenure_1,NATURAL_LOGARITHM_MonthlyCharges_,NATURAL_LOGARITHM_TotalCharges_,NATURAL_LOGARITHM_tenure_,Churn
1526,4.0,20.15,84.5,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,68.80000000000001,1077.25,9.0,20.15,84.5,4.0,0.26707090682621315,-0.9482869255037094,-0.6536436208636119,41.0127357488486,1559.3809556024692,25.968085348772284,1682.0444936048837,2431668.96469567,674.3414566811218,True,True,False,20.15,84.5,4.0,3.0032042883926917,4.436751534363128,1.3862943611198906,0
1527,70.0,111.95,7795.95,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,91.80000000000001,7711.45,66.0,111.95,7795.95,70.0,0.41091802083497325,0.0877172383262558,0.6333192030862999,53.85350966332662,4825.2592255443315,41.25775790600685,2900.2005030580135,23283126.593700677,1702.2025874306707,True,True,False,111.95,7795.95,70.0,4.718052343044764,8.961359647061476,4.248495242049359,0
1528,42.0,73.9,3160.55,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,38.05,4635.4,28.0,73.9,3160.55,42.0,0.07250895329270868,0.9941962279428354,-0.39998531498835127,32.43734724387961,3168.81993544743,24.529025865082552,1052.1814962200237,10041419.783289054,601.6731098898889,True,True,False,73.9,3160.55,42.0,4.302712827954156,8.058501342068816,3.7376696182833684,1
1529,2.0,20.7,39.85,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,53.2,3120.7000000000003,40.0,20.7,39.85,2.0,-0.27601710124946705,-0.5481007469529476,-0.4161468365471424,42.856394477164365,3165.962838020357,31.930430690162556,1836.6705475823244,10023320.691725915,1019.5524040592749,True,True,False,20.7,39.85,2.0,3.0301337002713233,3.685122405236224,0.6931471805599453,0
1530,13.0,20.4,261.3,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,0.3000000000000007,221.45000000000002,11.0,20.4,261.3,13.0,0.02035084333168298,-0.8536672909187517,0.9074467814501962,27.97334554399621,1962.2420869541247,18.56656565150302,782.5080609238126,3850394.007814079,344.7173600915717,True,True,False,20.4,261.3,13.0,3.0155349008501706,5.565669172526567,2.5649493574615367,0
1531,6.0,45.5,285.2,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,25.1,23.899999999999977,7.0,45.5,285.2,6.0,0.05306853621402457,-0.7744623981345767,0.960170286650366,20.35162509942633,1154.4373160899397,12.003644899904183,414.1886441875998,1332725.5167809431,144.0874908829957,True,True,False,45.5,285.2,6.0,3.817712325956905,5.653190688540141,1.791759469228055,0
1532,1.0,71.1,71.1,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,25.599999999999994,214.1,5.0,71.1,71.1,1.0,-0.4024259371430629,-0.4024259371430629,0.5403023058681398,24.233666599477317,700.8620703910511,8.624798627570081,587.2705968546225,491207.6417128307,74.38715136613474,True,False,False,71.1,71.1,1.0,4.264087336809195,4.264087336809195,0.0,1
1533,29.0,19.85,573.05,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,51.24999999999999,501.94999999999993,28.0,19.85,573.05,29.0,0.5399285734649675,0.2865839140682884,-0.7480575296890004,30.500259971593803,482.27258940632134,17.671417900868082,930.2658583348071,232586.85049267823,312.27901062712095,False,True,True,19.85,573.05,29.0,2.9882040071331994,6.350972972942708,3.367295829986474,0
1534,59.0,51.7,3005.8,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,31.85,2432.75,30.0,51.7,3005.8,59.0,0.1358573496123707,-0.7621494905737484,-0.7710802229758452,21.422272646022165,1731.8283349750584,27.60627988489044,458.9137653205095,2999229.381822483,762.1066890829067,False,True,True,51.7,3005.8,59.0,3.9454577815143836,8.008299034499993,4.07753744390572,0
1535,65.0,45.25,2933.95,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,6.450000000000003,71.85000000000036,6.0,45.25,2933.95,65.0,0.29847409944986975,0.9560610310156306,-0.562453851238172,12.370359505416557,1127.868489006672,20.28676747486519,153.0257942932498,1272087.3284941935,411.5529345792482,False,True,True,45.25,2933.95,65.0,3.8122026701459353,7.984104916976259,4.174387269895637,0
1536,71.0,90.4,6668.05,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,45.150000000000006,3734.1000000000004,6.0,90.4,6668.05,71.0,-0.7608418290271978,-0.019591502156404223,-0.3090227281660707,30.859979968419285,2741.804310291877,14.288264006068513,952.3383636512395,7517490.875935115,204.15448830711304,True,True,False,90.4,6668.05,71.0,4.504244267398131,8.80508274234287,4.2626798770413155,0
1537,51.0,83.4,4149.45,False,True,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,7.0,2518.6000000000004,20.0,83.4,4149.45,51.0,-0.14725721408812947,-0.8287671358661685,0.7421541968137826,18.60025247230307,1769.7335332718785,13.436067445577963,345.96939203341645,3131956.778786967,180.52790840211995,True,True,False,83.4,4149.45,51.0,4.423648309364701,8.330731074321369,3.9318256327243257,0
1538,18.0,20.1,370.5,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,63.300000000000004,3778.95,33.0,20.1,370.5,18.0,0.3149009076879342,0.9784596862030654,0.6603167082440802,41.82200590394393,2964.6941540418175,26.687460187137578,1749.0801778295208,8789411.427009728,712.2205312400533,True,True,False,20.1,370.5,18.0,3.0007198150650303,5.914853444736141,2.8903717578961645,0
1539,16.0,38.9,664.4,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,18.799999999999997,293.9,2.0,38.9,664.4,16.0,0.36152981470127576,-0.04682910156726431,-0.9576594803233847,24.16423340242801,1861.5227641442773,18.284746105931067,583.9101759270176,3465267.001427351,334.33194015836125,True,True,False,38.9,664.4,16.0,3.6609942506244004,6.49888437773914,2.772588722239781,0
1540,34.0,116.15,3946.9,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,77.25,3282.5,18.0,116.15,3946.9,34.0,-0.9960484942952407,0.48919735688031474,-0.8485702747846052,53.05388103483131,2221.675185604248,13.691347629026012,2814.714292858034,4935840.630329669,187.45299989883623,True,True,False,116.15,3946.9,34.0,4.754882459216418,8.280685739643895,3.5263605246161616,0
1541,17.0,80.05,1345.65,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,36.10000000000001,2601.25,17.0,80.05,1345.65,17.0,-0.060575559257891216,0.4990065894353873,-0.27516333805159693,31.421333762012807,1680.695507867719,11.554328608104226,987.300215383806,2824737.3901667297,133.50250958405576,True,True,False,80.05,1345.65,17.0,4.382651439442724,7.204632446673402,2.833213344056216,0
1542,31.0,59.95,1848.8,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,20.099999999999994,503.14999999999986,14.0,59.95,1848.8,31.0,-0.9664568938207508,0.027273255348126763,0.9147423578045313,24.01425360159676,970.7138696829126,9.330957566777956,576.6843760418029,942285.4167947746,87.06676911301078,True,True,False,59.95,1848.8,31.0,4.093510881473524,7.522292058960171,3.4339872044851463,0
1543,28.0,92.2,2568.15,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,32.25,719.3500000000001,3.0,92.2,2568.15,28.0,-0.4591012638431009,-0.1018175632136933,-0.9626058663135666,21.364811938544634,731.8887502217232,5.39006445021091,456.45518916937937,535661.1427011158,29.052794777427437,True,True,False,92.2,2568.15,28.0,4.523960130562548,7.8509410743189365,3.332204510175204,0
1544,53.0,92.55,4779.45,False,True,True,False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,0.3499999999999943,2211.2999999999997,25.0,92.55,4779.45,53.0,-0.12664229357863835,-0.4646350581595415,-0.9182827862121189,13.568098692354507,1684.947952677905,17.011970178550712,184.09330212547206,2839049.6032334636,289.4071293558987,True,True,False,92.55,4779.45,53.0,4.527749039019507,8.472080756103768,3.970291913552122,0
1545,60.0,64.75,4039.5,True,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,27.799999999999997,739.9499999999998,7.0,64.75,4039.5,60.0,-0.34040783417261544,0.8319671282586868,-0.9524129804151563,18.40022288772736,974.1099101934766,14.19014502197105,338.56820231804573,948890.117137143,201.36021574456979,True,True,False,64.75,4039.5,60.0,4.1705337005796475,8.303876200919763,4.0943445622221,0
1546,23.0,48.35,1067.15,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,16.4,2972.35,37.0,48.35,1067.15,23.0,-0.33790128584575857,0.5474333465607,-0.5328330203333975,19.60995063077718,2043.6740441066672,22.77720406360665,384.55016374151836,4176603.5985553004,518.8010249551793,True,True,False,48.35,1067.15,23.0,3.8784662218993033,6.972746822489577,3.1354942159291497,1
1547,69.0,107.2,7317.1,False,True,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,58.85,6249.950000000001,46.0,107.2,7317.1,69.0,0.9264789562083721,-0.945812102941596,0.9933903797222716,35.58792251471789,3704.634505518687,27.001175343854936,1266.5002289135643,13724316.819479687,729.0634699495996,True,True,False,107.2,7317.1,69.0,4.674696248636701,8.897969353593975,4.23410650459726,0
1548,25.0,20.75,499.4,False,True,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,86.45,6817.700000000001,44.0,20.75,499.4,25.0,-0.3237097664592346,-0.9935961127167826,0.9912028118634736,50.73383501345349,3995.3031477578716,26.534709007622613,2573.92201517232,15962447.242483959,704.0907821192087,False,True,True,20.75,499.4,25.0,3.0325462466767075,6.213407377845673,3.2188758248682006,0
1549,49.0,98.7,4920.55,False,True,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,77.95,4421.150000000001,24.0,98.7,4920.55,49.0,-0.25724347006749937,0.6852099009251054,0.3005925437436371,46.80320462161791,2939.831635255056,17.688599313470267,2190.539962853036,8642610.043646418,312.88654567250074,True,True,False,98.7,4920.55,49.0,4.592084946439436,8.501175591856358,3.8918202981106265,0
1550,55.0,98.8,5617.75,False,True,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,0.09999999999999432,697.1999999999998,6.0,98.8,5617.75,55.0,-0.15948463910012836,0.8351805251072628,0.022126756261955736,29.662598180813603,2007.6737275666878,12.351648564068933,879.8697308364066,4030753.796361519,152.56322225026614,True,True,False,98.8,5617.75,55.0,4.593097604753822,8.633686506852042,4.007333185232471,1
1551,16.0,85.35,1375.15,True,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,13.450000000000003,4242.6,39.0,85.35,1375.15,16.0,-0.864320613941931,0.6466726000242852,-0.9576594803233847,17.80972888975882,2729.3254614755206,24.73447420193733,317.1864431267099,7449217.474658563,611.7942140463034,True,True,False,85.35,1375.15,16.0,4.4467604492404496,7.226318095059782,2.772588722239781,1
1552,62.0,94.0,5757.2,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,8.650000000000006,4382.049999999999,46.0,94.0,5757.2,62.0,0.9694593666699876,-0.22940106844424538,0.6735071623235862,11.083556113891934,2623.638061233802,26.879226933378604,122.84521612979127,6883476.676354664,722.4928405360657,True,True,False,94.0,5757.2,62.0,4.543294782270004,8.658206524388516,4.127134385045092,0
1553,58.0,93.4,5435.6,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,0.5999999999999943,321.59999999999945,4.0,93.4,5435.6,58.0,0.6616496548410261,0.7992745077771624,0.11918013544881928,6.473559698664893,1590.4590921949941,16.28117130869937,41.9069751721783,2529560.123945725,265.07653918321563,True,True,False,93.4,5435.6,58.0,4.536891345234797,8.600725189046342,4.060443010546419,1
1554,69.0,19.4,1346.2,True,False,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,74.0,4089.4000000000005,11.0,19.4,1346.2,69.0,0.8522923238654644,-0.027544452602309533,0.9933903797222716,49.14929187388265,2724.0845849749135,12.99628318362013,2415.6528917041073,7420636.826097946,168.9033765888474,False,True,True,19.4,1346.2,69.0,2.9652730660692823,7.205041087576613,4.23410650459726,0
1555,1.0,76.2,76.2,False,True,True,False,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,56.800000000000004,1270.0,68.0,76.2,76.2,1.0,0.6954313613053625,0.6954313613053625,0.5403023058681398,35.62024573594119,2317.0719764156743,43.00148190926553,1268.8019062888363,5368822.543890839,1849.1274463928903,True,False,False,76.2,76.2,1.0,4.333361462692601,4.333361462692601,0.0,1
1556,27.0,56.15,1439.35,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,20.050000000000004,1363.1499999999999,26.0,56.15,1439.35,27.0,0.9215789733711675,0.8773117115553833,-0.2921388087338362,21.47663642307783,1380.6833036332448,25.034783703313295,461.2459120490734,1906286.3849316111,626.740395071681,True,True,False,56.15,1439.35,27.0,4.0280266811844525,7.271946901774525,3.295836866004329,0
1557,49.0,81.35,4060.9,False,True,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,25.199999999999996,2621.55,22.0,81.35,4060.9,49.0,0.9455848301414105,-0.3815709461849294,0.3005925437436371,19.2593167208918,2025.05259546153,21.36948383895438,370.92128055562245,4100838.014385479,456.6548395433324,True,True,False,81.35,4060.9,49.0,4.3987608336650466,8.30915990290638,3.8918202981106265,0
1558,1.0,85.45,85.45,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,4.1000000000000085,3975.4500000000003,48.0,85.45,85.45,1.0,-0.8097922700929145,-0.8097922700929145,0.5403023058681398,13.494277197497693,2342.424289046621,29.461205872736958,182.09551708290618,5486951.54991557,867.9626514757906,True,False,False,85.45,85.45,1.0,4.4479314095616,4.4479314095616,0.0,1
1559,65.0,24.8,1600.95,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,60.650000000000006,1515.5,64.0,24.8,1600.95,65.0,0.9451505141481711,0.303670759315657,-0.562453851238172,38.677600196795105,1392.9703187796388,37.79294777998716,1495.9567569831245,1940366.3090010483,1428.3069019008362,False,True,True,24.8,1600.95,65.0,3.2108436531709366,7.378352482028084,4.174387269895637,0
1560,39.0,103.45,3994.45,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,78.65,2393.5,26.0,103.45,3994.45,39.0,-0.9753361209901557,-0.08495650892517286,0.26664293235993725,45.640941286712355,1886.886859075812,22.652016257016122,2083.095521537124,3560342.018952983,513.1138405081227,True,True,False,103.45,3994.45,39.0,4.639088404191552,8.29266117663259,3.6635616461296463,1
1561,43.0,86.1,3551.65,False,True,True,False,False,True,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,17.35000000000001,442.7999999999997,4.0,86.1,3551.65,43.0,-0.2895895390399107,-0.07942138372422697,0.5551133015206257,26.405698589900727,1123.2681339617059,13.093737625071222,697.2609180206852,1261731.3007738127,171.44596499420575,True,True,False,86.1,3551.65,43.0,4.455509411433685,8.17516756322103,3.7612001156935624,0
1562,20.0,24.45,482.8,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,61.64999999999999,3068.85,23.0,24.45,482.8,20.0,0.7758461339452175,0.5358614088670193,0.40808206181339196,43.30503189060787,2059.4188979963014,16.904896457027046,1875.3257870465648,4241206.1974243,285.7755242228056,True,True,False,24.45,482.8,20.0,3.196630215920881,6.1796024892233765,2.995732273553991,1
1563,12.0,85.05,999.8,False,True,True,False,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,60.599999999999994,517.0,8.0,85.05,999.8,12.0,-0.9743463157026727,0.7154445417154003,0.8438539587324921,36.71690389247663,1227.9704145109738,14.243152883871561,1348.1310314493653,1507911.3389142526,202.86740407333878,True,True,False,85.05,999.8,12.0,4.44323931884187,6.90755525897947,2.4849066497880004,0
1564,6.0,19.65,100.9,False,True,True,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,65.4,898.9,6.0,19.65,100.9,6.0,0.6963880782713696,0.932675839633987,0.960170286650366,40.609075496459816,997.4086463862868,11.101423366752023,1649.0970126771729,994824.0078861249,123.24160076786784,True,True,False,19.65,100.9,6.0,2.9780773383152703,4.6141299273595635,1.791759469228055,0
1565,68.0,25.5,1821.8,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,False,5.850000000000001,1720.8999999999999,62.0,25.5,1821.8,68.0,0.933315112063922,0.9480525951367086,0.4401430224960407,24.66080073727788,1079.783181908847,39.37258448886844,608.1550930037253,1165931.7199331939,1550.2004093330836,False,True,True,25.5,1821.8,68.0,3.2386784521643803,7.50758030231071,4.219507705176107,0
1566,47.0,66.05,3021.45,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,40.55,1199.6499999999999,21.0,66.05,3021.45,47.0,-0.9970711523282622,0.7233650638059774,-0.9923354691509287,28.323538725482738,1268.0634431441106,22.756049658022278,802.2228459339203,1607984.895838497,517.8377960383758,True,True,False,66.05,3021.45,47.0,4.190412030968334,8.013492127592542,3.8501476017100584,0
1567,62.0,115.55,7159.05,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,49.5,4137.6,15.0,115.55,7159.05,62.0,-0.7719278233519882,-0.802300231686258,0.6735071623235862,44.29090649144159,3211.053946559579,16.30121180597571,1961.6843978336226,10310867.447715847,265.7295063432819,True,True,False,115.55,7159.05,62.0,4.74970333672039,8.876132569587469,4.127134385045092,0
1568,56.0,98.7,5669.5,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,16.849999999999994,1489.5500000000002,6.0,98.7,5669.5,56.0,-0.25724347006749937,-0.4759611584266882,0.853220107722584,25.692040643002805,1854.5536445798036,9.444059749672778,660.0809524017079,3439369.220624232,89.19026455538948,True,True,False,98.7,5669.5,56.0,4.592084946439436,8.642856209411894,4.02535169073515,0
1569,17.0,19.35,307.0,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,79.35,5362.5,39.0,19.35,307.0,17.0,0.8773695728097755,0.6401674977183369,-0.27516333805159693,54.14248938792317,3716.216481703358,26.821218018094903,2931.4091571213735,13810264.938883685,719.3777359741788,True,True,False,19.35,307.0,17.0,2.962692419475791,5.726847747587197,2.833213344056216,0
1570,35.0,80.05,2835.9,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,60.699999999999996,2528.9,18.0,80.05,2835.9,35.0,-0.060575559257891216,-0.5750212612918856,-0.9036922050915067,38.87407999149517,2202.985900802004,15.821850353967148,1511.1940951851655,4853146.879132416,250.33094862333039,True,True,False,80.05,2835.9,35.0,4.382651439442724,7.950114626099448,3.5553480614894135,0
1571,2.0,79.2,172.85,True,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,0.8499999999999943,2663.05,33.0,79.2,172.85,2.0,-0.7898796129768653,-0.9980534989176875,-0.4161468365471424,23.551261003335654,2050.83546010051,22.82547680247228,554.6618948472387,4205926.08440567,521.0023912602002,True,True,False,79.2,172.85,2.0,4.37197629882038,5.152424166367633,0.6931471805599453,1
1572,1.0,35.0,35.0,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,44.2,137.85,1.0,35.0,35.0,1.0,-0.9036922050915067,-0.9036922050915067,0.5403023058681398,30.309023036019816,1340.3601049027247,15.23241257154271,918.6368773979798,1796565.2108148432,232.02639274969238,True,False,False,35.0,35.0,1.0,3.5553480614894135,3.5553480614894135,0.0,0
1573,48.0,103.25,5037.55,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,68.25,5002.55,47.0,103.25,5037.55,48.0,-0.9120430798467921,0.006179929429223577,-0.6401443394691997,40.45153126297977,3220.0177154805765,30.100294213587134,1636.32638151983,10368514.08800875,906.0277117445071,True,True,False,103.25,5037.55,48.0,4.637153231841142,8.524675131763994,3.871201010907891,1
1574,45.0,89.3,4192.15,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,13.950000000000003,845.4000000000005,3.0,89.3,4192.15,45.0,0.23322285839826154,0.3006710806513526,0.5253219888177297,23.528792158019783,1919.6158040844778,18.965834552564694,553.6040604152932,3684924.8352908962,359.70288027525675,True,True,False,89.3,4192.15,45.0,4.492001487882454,8.34096900780345,3.8066624897703196,0
1575,70.0,90.15,6237.05,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,0.8500000000000085,2044.9000000000005,25.0,90.15,6237.05,70.0,-0.5766394242608406,-0.549874271978156,0.6333192030862999,13.66901446334293,1883.3228838905495,22.101698274025097,186.84195639907819,3546905.0849858164,488.4850665960439,True,True,False,90.15,6237.05,70.0,4.501474949649326,8.738262593168672,4.248495242049359,0
1576,31.0,78.45,2435.15,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,11.700000000000003,3801.9,39.0,78.45,2435.15,31.0,-0.9959692233318964,-0.9148365011998728,0.9147423578045313,10.746086351697006,2300.255210023805,23.388188809801754,115.47837187812867,5291174.031241658,547.007375802936,True,True,False,78.45,2435.15,31.0,4.362461479179042,7.797763635262098,3.4339872044851463,1
